subject,sender_name,sender_mail,date_sent,date_cutoff_click,date_cutoff_activity,id,uuid_wo,uuid,treatment,hard_bounce
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix.com,16jan2023,06feb2023,27feb2023,35316,00397b97daca9663572805e34a1d1598,00397b97daca9663572805e34a1d1598@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-radiopharma.com,16jan2023,06feb2023,27feb2023,44904,003bf64b862a2421b1bf80335caeeba8,003bf64b862a2421b1bf80335caeeba8@brchytx.com,high/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-corp.com,16jan2023,06feb2023,27feb2023,35284,003c592159efa7f62917a9a1f617b686,003c592159efa7f62917a9a1f617b686@brchytx.com,high/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix.com,16jan2023,06feb2023,27feb2023,6280,003d751c1105a8c802881a80fbc41c2a,003d751c1105a8c802881a80fbc41c2a@brchytx.com,low/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-pharma.com,16jan2023,06feb2023,27feb2023,42118,003fe521eeaf56850d3aa9584aea2f2e,003fe521eeaf56850d3aa9584aea2f2e@brchytx.com,low/low,1
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix.com,16jan2023,06feb2023,27feb2023,65203,00485b94cf9a40db5ce8129d4cab9fcb,00485b94cf9a40db5ce8129d4cab9fcb@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-pharma.com,16jan2023,06feb2023,27feb2023,33226,00493a1d900c9d8ea045cf9c0af605c5,00493a1d900c9d8ea045cf9c0af605c5@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-pharma.com,16jan2023,06feb2023,27feb2023,33994,005ac533183d08128a2c6d96efbe89de,005ac533183d08128a2c6d96efbe89de@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-pharma.com,16jan2023,06feb2023,27feb2023,46182,006482ccd522e5b0092d7fbdba0ed31c,006482ccd522e5b0092d7fbdba0ed31c@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-biotech.com,16jan2023,06feb2023,27feb2023,40629,0065aaf57e0e8f9927e8fed6d5ef4c34,0065aaf57e0e8f9927e8fed6d5ef4c34@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-lab.com,16jan2023,06feb2023,27feb2023,67336,006acb6b02f8e1aeaf840f273082ae6c,006acb6b02f8e1aeaf840f273082ae6c@brchytx.com,low/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-team.com,16jan2023,06feb2023,27feb2023,37822,006d63e3a7786f187cddbcd8926a89d7,006d63e3a7786f187cddbcd8926a89d7@brchytx.com,low/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-labs.com,16jan2023,06feb2023,27feb2023,26448,00720ee481f91e89f55c947a4ebb6e3d,00720ee481f91e89f55c947a4ebb6e3d@brchytx.com,low/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-biotech.com,16jan2023,06feb2023,27feb2023,22513,007de2297546918270e959d078464380,007de2297546918270e959d078464380@brchytx.com,high/low,1
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix.com,16jan2023,06feb2023,27feb2023,40303,008e6715a86a14930290c7e104e9a7ce,008e6715a86a14930290c7e104e9a7ce@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-lab.com,16jan2023,06feb2023,27feb2023,16426,008ff76c8b3387d0e44a4cb3ce225290,008ff76c8b3387d0e44a4cb3ce225290@brchytx.com,low/high,1
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix.com,16jan2023,06feb2023,27feb2023,24028,0095c0718018f8205cc1cd4c962f47da,0095c0718018f8205cc1cd4c962f47da@brchytx.com,low/high,1
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-corp.com,16jan2023,06feb2023,27feb2023,12691,009e78be5d858e6a631a692c17cc5820,009e78be5d858e6a631a692c17cc5820@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-team.com,16jan2023,06feb2023,27feb2023,67576,00a5145cde73603fbcd531f378eec562,00a5145cde73603fbcd531f378eec562@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-corp.com,16jan2023,06feb2023,27feb2023,40422,00a5e827d6b6e77dc10015149df5bae0,00a5e827d6b6e77dc10015149df5bae0@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-lab.com,16jan2023,06feb2023,27feb2023,20681,00a7f70e73e126d74b9e9513dd7e741b,00a7f70e73e126d74b9e9513dd7e741b@brchytx.com,low/low,1
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-corp.com,16jan2023,06feb2023,27feb2023,37952,00ace7035af0c2e7e7a809ce377ea5e5,00ace7035af0c2e7e7a809ce377ea5e5@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-labs.com,16jan2023,06feb2023,27feb2023,52183,00b0fb90d31028402ad9975c25141782,00b0fb90d31028402ad9975c25141782@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-labs.com,16jan2023,06feb2023,27feb2023,20766,00bc892706d58babafc769b7bd267ca7,00bc892706d58babafc769b7bd267ca7@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-team.com,16jan2023,06feb2023,27feb2023,31583,00c36a4c0687c11c00fcf1c5ed1d5cd3,00c36a4c0687c11c00fcf1c5ed1d5cd3@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-lab.com,16jan2023,06feb2023,27feb2023,28551,00c56edc5b0685f72544e70aa40b374f,00c56edc5b0685f72544e70aa40b374f@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-lab.com,16jan2023,06feb2023,27feb2023,38105,00c58db2ed8e26e67d00be5f930f5d8c,00c58db2ed8e26e67d00be5f930f5d8c@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-lab.com,16jan2023,06feb2023,27feb2023,63784,00c64ffe49d896cd3ec69e2b0896cb6d,00c64ffe49d896cd3ec69e2b0896cb6d@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-health.com,16jan2023,06feb2023,27feb2023,47568,00cf80feeec57e62f053e6aff1117c3f,00cf80feeec57e62f053e6aff1117c3f@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-lab.com,16jan2023,06feb2023,27feb2023,19129,00d15c9e94ba49b764db82d8574553e0,00d15c9e94ba49b764db82d8574553e0@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-hq.com,16jan2023,06feb2023,27feb2023,17000,00d16754d312def1027b7c1a6d70a8cd,00d16754d312def1027b7c1a6d70a8cd@brchytx.com,low/low,1
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-pharma.com,16jan2023,06feb2023,27feb2023,28909,00d71ef9ffba22921d20261d7a783055,00d71ef9ffba22921d20261d7a783055@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-team.com,16jan2023,06feb2023,27feb2023,64238,00d72983808c86619b86b5665ab5a4e6,00d72983808c86619b86b5665ab5a4e6@brchytx.com,high/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-team.com,16jan2023,06feb2023,27feb2023,38305,00d9e8dc1e1fec85127184ae8091dfa7,00d9e8dc1e1fec85127184ae8091dfa7@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-radiopharma.com,16jan2023,06feb2023,27feb2023,26022,00da5e69c87388b67a06da20a7fc9260,00da5e69c87388b67a06da20a7fc9260@brchytx.com,high/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-lab.com,16jan2023,06feb2023,27feb2023,20192,00dc112a92a7da0e877a240f9b5c3133,00dc112a92a7da0e877a240f9b5c3133@brchytx.com,low/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-biotech.com,16jan2023,06feb2023,27feb2023,20450,00dc9f2af4b31d156e837944e78efcb8,00dc9f2af4b31d156e837944e78efcb8@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-lab.com,16jan2023,06feb2023,27feb2023,34506,00dcfdf6b866f67075b3bad9361a8194,00dcfdf6b866f67075b3bad9361a8194@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-radiopharma.com,16jan2023,06feb2023,27feb2023,52461,00dd5277e7ceb19be55e4015486ec114,00dd5277e7ceb19be55e4015486ec114@brchytx.com,high/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-hq.com,16jan2023,06feb2023,27feb2023,28862,00e3cd1734581424b642f3bf5e00474b,00e3cd1734581424b642f3bf5e00474b@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-biotech.com,16jan2023,06feb2023,27feb2023,16751,00ed01064da46734848906e2df0c68e0,00ed01064da46734848906e2df0c68e0@brchytx.com,low/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-health.com,16jan2023,06feb2023,27feb2023,37494,00ef97bcd26a7541a486b0fada01a324,00ef97bcd26a7541a486b0fada01a324@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix.com,16jan2023,06feb2023,27feb2023,48496,00efd6da5a7dda60beb3add72cbc9cff,00efd6da5a7dda60beb3add72cbc9cff@brchytx.com,high/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-health.com,16jan2023,06feb2023,27feb2023,21351,00f255100d580bcd295db37ba9915afb,00f255100d580bcd295db37ba9915afb@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-radiopharma.com,16jan2023,06feb2023,27feb2023,25334,00f80eb11aa933a0d6deea7459c45979,00f80eb11aa933a0d6deea7459c45979@brchytx.com,low/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-labs.com,16jan2023,06feb2023,27feb2023,38592,00f83753d2160a854cda2fd051a121d2,00f83753d2160a854cda2fd051a121d2@brchytx.com,low/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix.com,16jan2023,06feb2023,27feb2023,28989,00f9124b373111bedd4dcdb819948ea1,00f9124b373111bedd4dcdb819948ea1@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix.com,16jan2023,06feb2023,27feb2023,53970,00fc57d6e5d4c726d86d45c97bf4d243,00fc57d6e5d4c726d86d45c97bf4d243@brchytx.com,high/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-hq.com,16jan2023,06feb2023,27feb2023,22607,00fd1c650db506dc55a76644f71acb2a,00fd1c650db506dc55a76644f71acb2a@brchytx.com,high/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-pharma.com,16jan2023,06feb2023,27feb2023,36287,00ff14bfc207e23ae88b5a3931d7e94d,00ff14bfc207e23ae88b5a3931d7e94d@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-hq.com,16jan2023,06feb2023,27feb2023,36348,0100381da7621a854a0f12bfcd94cb6c,0100381da7621a854a0f12bfcd94cb6c@brchytx.com,high/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-health.com,16jan2023,06feb2023,27feb2023,17533,0103f96386397773589a60f6b7a87cea,0103f96386397773589a60f6b7a87cea@brchytx.com,low/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-labs.com,16jan2023,06feb2023,27feb2023,23605,010582bd924c5bd1103ff645049d3691,010582bd924c5bd1103ff645049d3691@brchytx.com,low/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-radiopharma.com,16jan2023,06feb2023,27feb2023,66947,01069c2e6f4c9da60e2489802fbd5c19,01069c2e6f4c9da60e2489802fbd5c19@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-radiopharma.com,16jan2023,06feb2023,27feb2023,35227,0108d562f96b499c98f28bb0192c5d9a,0108d562f96b499c98f28bb0192c5d9a@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-team.com,16jan2023,06feb2023,27feb2023,18760,01092258307a34a1105fc434eeaec4ce,01092258307a34a1105fc434eeaec4ce@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-lab.com,16jan2023,06feb2023,27feb2023,43741,010a6162a1c2af266aac3abc2d16d22a,010a6162a1c2af266aac3abc2d16d22a@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-team.com,16jan2023,06feb2023,27feb2023,41026,0110cd2d98ae0b6ebf5f0dccc5f08914,0110cd2d98ae0b6ebf5f0dccc5f08914@brchytx.com,high/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-radiopharma.com,16jan2023,06feb2023,27feb2023,40390,01147a94fb3452645cd335957362e572,01147a94fb3452645cd335957362e572@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix.com,16jan2023,06feb2023,27feb2023,36329,011a6cd462c3a89fe89a73703f9bfa16,011a6cd462c3a89fe89a73703f9bfa16@brchytx.com,low/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-biotech.com,16jan2023,06feb2023,27feb2023,3582,01206c824e0e5fab6aa79bcfc89e6abc,01206c824e0e5fab6aa79bcfc89e6abc@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-lab.com,16jan2023,06feb2023,27feb2023,65585,0126112687ccce367b26c6eb2b1f012a,0126112687ccce367b26c6eb2b1f012a@brchytx.com,low/high,1
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-lab.com,16jan2023,06feb2023,27feb2023,31668,0128b213446aec38e9458ec01102ceb6,0128b213446aec38e9458ec01102ceb6@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-team.com,16jan2023,06feb2023,27feb2023,37969,01323b1c4a2d58b76d7a5c3e21fd6e89,01323b1c4a2d58b76d7a5c3e21fd6e89@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-health.com,16jan2023,06feb2023,27feb2023,628,0133bb59b12dc2f38fe95737b6c78ec1,0133bb59b12dc2f38fe95737b6c78ec1@brchytx.com,high/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-team.com,16jan2023,06feb2023,27feb2023,64248,013b379941455cfee649797c4bdcaf83,013b379941455cfee649797c4bdcaf83@brchytx.com,high/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-radiopharma.com,16jan2023,06feb2023,27feb2023,16427,0144acf43281f5dc482bb211f71bdf09,0144acf43281f5dc482bb211f71bdf09@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-health.com,16jan2023,06feb2023,27feb2023,28573,01456b4b64d873bb6cfafebf07853034,01456b4b64d873bb6cfafebf07853034@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-radiopharma.com,16jan2023,06feb2023,27feb2023,35646,014a67a367d714184c0c369b994a620b,014a67a367d714184c0c369b994a620b@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-health.com,16jan2023,06feb2023,27feb2023,38200,014d4b6a9e58f7c90bf34170e11c83a4,014d4b6a9e58f7c90bf34170e11c83a4@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-corp.com,16jan2023,06feb2023,27feb2023,26679,014ed19caa23a589d5ef5d5193ba846e,014ed19caa23a589d5ef5d5193ba846e@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-radiopharma.com,16jan2023,06feb2023,27feb2023,61992,01512494be09b519b291b6b02bdbe650,01512494be09b519b291b6b02bdbe650@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-health.com,16jan2023,06feb2023,27feb2023,19698,0159819f496a477040ae850357f7c781,0159819f496a477040ae850357f7c781@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-radiopharma.com,16jan2023,06feb2023,27feb2023,63566,015b7e91dfe3c2bf996666c3d96e080b,015b7e91dfe3c2bf996666c3d96e080b@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-team.com,16jan2023,06feb2023,27feb2023,35443,015ee3c163409e6cd1a36ce18f993535,015ee3c163409e6cd1a36ce18f993535@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-team.com,16jan2023,06feb2023,27feb2023,12201,016887e2a2527b7fb5212a49d69fc513,016887e2a2527b7fb5212a49d69fc513@brchytx.com,high/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-health.com,16jan2023,06feb2023,27feb2023,32740,0168a01ed266ab4f19ead649e02a04b5,0168a01ed266ab4f19ead649e02a04b5@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-lab.com,16jan2023,06feb2023,27feb2023,51500,016be7a669f9450d4fd6cb18a85cf457,016be7a669f9450d4fd6cb18a85cf457@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-team.com,16jan2023,06feb2023,27feb2023,61794,016e750afdbfd17a4f09c3197e7662b2,016e750afdbfd17a4f09c3197e7662b2@brchytx.com,high/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-labs.com,16jan2023,06feb2023,27feb2023,2533,016e9e169b48a75c2d1ab05f6220cbe8,016e9e169b48a75c2d1ab05f6220cbe8@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-lab.com,16jan2023,06feb2023,27feb2023,1135,017595c250669f5f142a621b1ac42c0d,017595c250669f5f142a621b1ac42c0d@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-health.com,16jan2023,06feb2023,27feb2023,25819,017f8fe3600662ae694a7b4b8a2f7811,017f8fe3600662ae694a7b4b8a2f7811@brchytx.com,high/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-lab.com,16jan2023,06feb2023,27feb2023,10519,018129e5c4ac2375fcbd19726020865d,018129e5c4ac2375fcbd19726020865d@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-team.com,16jan2023,06feb2023,27feb2023,39685,01876419e7b4d91176b894d1df314d00,01876419e7b4d91176b894d1df314d00@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-hq.com,16jan2023,06feb2023,27feb2023,4919,0189bad443f26a65b62c2a4b7dcb31bc,0189bad443f26a65b62c2a4b7dcb31bc@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-health.com,16jan2023,06feb2023,27feb2023,8189,01918db33eebe0c1015740ea8d881e4c,01918db33eebe0c1015740ea8d881e4c@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-labs.com,16jan2023,06feb2023,27feb2023,40240,019494316a214fe15d9a6b2492914ded,019494316a214fe15d9a6b2492914ded@brchytx.com,low/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-health.com,16jan2023,06feb2023,27feb2023,18572,019bdbff66ab84f866ece75564821446,019bdbff66ab84f866ece75564821446@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-biotech.com,16jan2023,06feb2023,27feb2023,24312,01a1524c5fce3b4b7c707c9c71f98bad,01a1524c5fce3b4b7c707c9c71f98bad@brchytx.com,low/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-team.com,16jan2023,06feb2023,27feb2023,31850,01a7f93d61576c1034f6c1d97842d8db,01a7f93d61576c1034f6c1d97842d8db@brchytx.com,high/low,1
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-biotech.com,16jan2023,06feb2023,27feb2023,39983,01b1da23e88abb950f382485638ddd64,01b1da23e88abb950f382485638ddd64@brchytx.com,high/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-corp.com,16jan2023,06feb2023,27feb2023,17725,01b8ff074f69da4a3df2db6c416936e1,01b8ff074f69da4a3df2db6c416936e1@brchytx.com,low/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier.vanwensveen@brachytix-lab.com,16jan2023,06feb2023,27feb2023,36233,01b927ee8c1c6b688fd778856c253f00,01b927ee8c1c6b688fd778856c253f00@brchytx.com,low/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-labs.com,16jan2023,06feb2023,27feb2023,8939,01c56874832a89f7d560181e2a25785e,01c56874832a89f7d560181e2a25785e@brchytx.com,low/low,1
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-pharma.com,16jan2023,06feb2023,27feb2023,22992,01c8e311df3f004245b831985e5a93c0,01c8e311df3f004245b831985e5a93c0@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-pharma.com,16jan2023,06feb2023,27feb2023,2847,01cc4347eff299fa70eef017d1313758,01cc4347eff299fa70eef017d1313758@brchytx.com,low/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-pharma.com,16jan2023,06feb2023,27feb2023,37467,01ce6f2bd5dbf28db819a150b6cebbb5,01ce6f2bd5dbf28db819a150b6cebbb5@brchytx.com,high/high,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pvw@brachytix-radiopharma.com,16jan2023,06feb2023,27feb2023,46965,01ced0fced0fab9830c26a013c9c2ee0,01ced0fced0fab9830c26a013c9c2ee0@brchytx.com,low/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-health.com,16jan2023,06feb2023,27feb2023,51899,01d19f5ac0f83e31bc07bd454868b4c4,01d19f5ac0f83e31bc07bd454868b4c4@brchytx.com,high/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix-labs.com,16jan2023,06feb2023,27feb2023,36576,01d28557c38a6276328efaf749452563,01d28557c38a6276328efaf749452563@brchytx.com,low/low,0
Healthcare - Secured investor commitments - Seed,Pier van Wensveen,pier@brachytix.com,16jan2023,06feb2023,27feb2023,47680,01d5d74cb09d02307013940089bd99ad,01d5d74cb09d02307013940089bd99ad@brchytx.com,low/low,0
